Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling,DateTime,DateTime_rounded,GHI,DNI,DHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,Solar Zenith Angle,Aerosol Optical Depth,Precipitable Water,Ozone,Cloud Type,Surface Albedo,Mapped_Latitude,Mapped_Longitude,DateTime_NREL,Clearness_Index,DNI_Clearness,Diffuse_Fraction,Solar_Elevation,Hour_sin,Hour_cos,Month_sin,Month_cos
JDMT,20180316,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,22.88818,41.3343,26.66738,10,10.0,1018.9,722,2018-03-16 14:00:00,2018-03-16 14:00:00,516,785,102,516,785,102,58.17,0.124,1.7000000000000002,0.267,0,0.12,26.98,-80.11,2018-03-16 14:00:00,1.0,1.0,0.19767441860465115,31.83,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180316,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,25.0061,38.66554,24.61904,8,10.0,1017.9,722,2018-03-16 15:00:00,2018-03-16 15:00:00,285,626,81,285,626,81,70.98,0.129,1.8,0.268,0,0.12,26.98,-80.11,2018-03-16 15:00:00,1.0,1.0,0.28421052631578947,19.019999999999996,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180317,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,33.27637,36.83769,18.34612,3,10.0,1019.3,722,2018-03-17 10:00:00,2018-03-17 10:00:00,873,790,182,922,900,135,28.96,0.131,2.3000000000000003,0.274,0,0.12,26.98,-80.11,2018-03-17 10:00:00,0.9468546637744034,0.8777777777777778,0.20847651775486828,61.04,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180317,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,35.25391,36.05469,23.33673,0,10.0,1019.3,722,2018-03-17 11:00:00,2018-03-17 11:00:00,921,907,129,921,907,129,29.11,0.118,2.4000000000000004,0.275,0,0.12,26.98,-80.11,2018-03-17 11:00:00,1.0,1.0,0.14006514657980457,60.89,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180317,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,33.53271,37.37648,27.38212,6,10.0,1018.9,722,2018-03-17 12:00:00,2018-03-17 12:00:00,843,880,128,843,880,128,35.68,0.127,2.4000000000000004,0.275,0,0.12,26.98,-80.11,2018-03-17 12:00:00,1.0,1.0,0.15183867141162516,54.32,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180317,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,28.51562,39.3277,29.00786,16,10.0,1018.6,722,2018-03-17 13:00:00,2018-03-17 13:00:00,699,830,122,699,830,122,45.97,0.135,2.5,0.276,0,0.12,26.98,-80.11,2018-03-17 13:00:00,1.0,1.0,0.17453505007153075,44.03,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180317,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,26.75781,41.94862,26.5611,15,10.0,1017.5,722,2018-03-17 14:00:00,2018-03-17 14:00:00,503,740,111,503,740,111,58.01,0.143,2.6,0.277,0,0.12,26.98,-80.11,2018-03-17 14:00:00,1.0,1.0,0.220675944333996,31.990000000000002,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180317,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,28.37524,39.99992,23.91661,14,10.0,1016.9,722,2018-03-17 15:00:00,2018-03-17 15:00:00,276,578,86,276,578,86,70.85000000000001,0.15,2.6,0.278,0,0.12,26.98,-80.11,2018-03-17 15:00:00,1.0,1.0,0.3115942028985507,19.14999999999999,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180318,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,28.302,38.05122,25.22281,15,10.0,1015.9,722,2018-03-18 12:00:00,2018-03-18 12:00:00,852,913,108,852,913,108,35.4,0.088,2.5,0.276,0,0.12,26.98,-80.11,2018-03-18 12:00:00,1.0,1.0,0.1267605633802817,54.6,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180318,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,19.54346,41.32172,26.0317,14,10.0,1015.5,722,2018-03-18 13:00:00,2018-03-18 13:00:00,710,871,102,710,871,102,45.77,0.091,2.5,0.276,0,0.12,26.98,-80.11,2018-03-18 13:00:00,1.0,1.0,0.14366197183098592,44.23,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180318,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,22.28394,43.19237,23.75683,9,10.0,1013.5,722,2018-03-18 15:00:00,2018-03-18 15:00:00,286,641,74,286,641,74,70.72,0.1,2.6,0.275,0,0.12,26.98,-80.11,2018-03-18 15:00:00,1.0,1.0,0.25874125874125875,19.28,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180319,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,41.39404,31.04195,15.78292,10,10.0,1012.5,722,2018-03-19 11:00:00,2018-03-19 11:00:00,864,766,190,891,818,171,28.38,0.22,3.4000000000000004,0.274,0,0.12,26.98,-80.11,2018-03-19 11:00:00,0.9696969696969697,0.9364303178484108,0.2199074074074074,61.620000000000005,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180319,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,29.19312,43.17726,25.34787,16,10.0,1010.8,722,2018-03-19 13:00:00,2018-03-19 13:00:00,651,651,195,671,714,171,45.57,0.268,3.4000000000000004,0.272,0,0.12,26.98,-80.11,2018-03-19 13:00:00,0.970193740685544,0.9117647058823529,0.2995391705069124,44.43,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180319,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,23.35815,45.11337,26.44329,13,10.0,1010.4,722,2018-03-19 14:00:00,2018-03-19 14:00:00,473,587,159,479,608,154,57.7,0.288,3.4000000000000004,0.272,0,0.12,26.98,-80.11,2018-03-19 14:00:00,0.9874739039665971,0.9654605263157895,0.3361522198731501,32.3,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180319,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,23.27881,46.38481,21.91907,10,10.0,1009.4,46,2018-03-19 15:00:00,2018-03-19 15:00:00,241,376,116,261,439,115,70.60000000000001,0.291,3.4000000000000004,0.274,0,0.12,26.98,-80.11,2018-03-19 15:00:00,0.9233716475095786,0.856492027334852,0.48132780082987553,19.39999999999999,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180320,1015,26.98,-80.11,2,201803000000.0,3,10,Spring,50.98267,34.85626,19.03308,14,10.0,1009.8,32,2018-03-20 10:15:00,2018-03-20 10:00:00,593,296,331,885,775,199,27.76,0.277,3.7,0.272,3,0.12,26.98,-80.11,2018-03-20 10:00:00,0.6700564971751413,0.38193548387096776,0.5581787521079258,62.239999999999995,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180320,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,52.80762,33.5672,10.00618,18,10.0,1009.8,722,2018-03-20 11:00:00,2018-03-20 11:00:00,671,380,336,872,731,227,28.02,0.349,3.7,0.272,0,0.12,26.98,-80.11,2018-03-20 11:00:00,0.7694954128440367,0.5198358413132695,0.5007451564828614,61.980000000000004,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180320,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,47.76001,35.43282,26.24286,17,10.0,1009.8,722,2018-03-20 12:00:00,2018-03-20 12:00:00,772,650,239,801,716,213,34.86,0.332,3.7,0.272,0,0.12,26.98,-80.11,2018-03-20 12:00:00,0.9637952559300874,0.9078212290502793,0.30958549222797926,55.14,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180320,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,48.2605,34.26208,7.46987,22,10.0,1009.8,50,2018-03-20 13:00:00,2018-03-20 13:00:00,651,653,192,670,699,179,45.38,0.281,3.6,0.272,0,0.12,26.98,-80.11,2018-03-20 13:00:00,0.9716417910447761,0.9341917024320457,0.29493087557603687,44.62,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180320,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,35.10742,39.39568,6.37994,24,10.0,1007.4,722,2018-03-20 15:00:00,2018-03-20 15:00:00,248,361,127,271,518,98,70.47,0.194,3.5,0.273,0,0.12,26.98,-80.11,2018-03-20 15:00:00,0.915129151291513,0.696911196911197,0.5120967741935484,19.53,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180321,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,45.36743,29.0303,18.76416,16,10.0,1013.5,722,2018-03-21 10:00:00,2018-03-21 10:00:00,961,937,129,961,937,129,27.35,0.109,1.4,0.293,0,0.12,26.98,-80.11,2018-03-21 10:00:00,1.0,1.0,0.13423517169614985,62.65,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180321,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,42.48657,30.2816,28.32411,21,10.0,1014.2,722,2018-03-21 11:00:00,2018-03-21 11:00:00,962,944,126,962,944,126,27.66,0.103,1.3,0.296,0,0.12,26.98,-80.11,2018-03-21 11:00:00,1.0,1.0,0.13097713097713098,62.34,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180321,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,33.88062,32.98058,7.99836,24,10.0,1014.2,722,2018-03-21 13:00:00,2018-03-21 13:00:00,742,887,117,742,887,117,45.19,0.107,1.1,0.301,0,0.12,26.98,-80.11,2018-03-21 13:00:00,1.0,1.0,0.15768194070080863,44.81,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180321,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,27.74658,37.40669,27.70526,23,10.0,1013.5,722,2018-03-21 14:00:00,2018-03-21 14:00:00,542,815,103,542,815,103,57.4,0.105,1.0,0.302,0,0.12,26.98,-80.11,2018-03-21 14:00:00,1.0,1.0,0.1900369003690037,32.6,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180321,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,24.89014,38.08144,24.8159,22,10.0,1012.8,722,2018-03-21 15:00:00,2018-03-21 15:00:00,308,677,80,308,677,80,70.35000000000001,0.101,0.9,0.301,0,0.12,26.98,-80.11,2018-03-21 15:00:00,1.0,1.0,0.2597402597402597,19.64999999999999,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180322,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,24.50562,22.59758,20.75272,16,10.0,1022.6,722,2018-03-22 10:00:00,2018-03-22 10:00:00,989,980,115,989,980,115,26.95,0.086,0.8,0.308,0,0.12,26.98,-80.11,2018-03-22 10:00:00,1.0,1.0,0.11627906976744186,63.05,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180322,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,20.95337,24.58656,25.47779,17,10.0,1022.6,722,2018-03-22 11:00:00,2018-03-22 11:00:00,985,979,115,985,979,115,27.3,0.087,0.8,0.307,0,0.12,26.98,-80.11,2018-03-22 11:00:00,1.0,1.0,0.116751269035533,62.7,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180322,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,15.60059,32.88239,28.32435,15,10.0,1022.0,722,2018-03-22 13:00:00,2018-03-22 13:00:00,761,925,107,761,925,107,45.0,0.092,0.7000000000000001,0.306,0,0.12,26.98,-80.11,2018-03-22 13:00:00,1.0,1.0,0.14060446780551905,45.0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180322,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,20.91064,32.88239,25.50583,6,10.0,1020.6,722,2018-03-22 15:00:00,2018-03-22 15:00:00,317,715,75,317,715,75,70.22,0.09,0.7000000000000001,0.305,0,0.12,26.98,-80.11,2018-03-22 15:00:00,1.0,1.0,0.23659305993690852,19.78,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180323,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,29.5166,27.10175,20.01894,13,10.0,1024.0,722,2018-03-23 10:00:00,2018-03-23 10:00:00,977,957,121,977,957,121,26.55,0.099,1.1,0.316,0,0.12,26.98,-80.11,2018-03-23 10:00:00,1.0,1.0,0.12384851586489252,63.45,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180323,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,24.50562,29.07562,24.64603,11,10.0,1024.3,722,2018-03-23 11:00:00,2018-03-23 11:00:00,971,955,120,971,955,120,26.94,0.096,1.2000000000000002,0.315,0,0.12,26.98,-80.11,2018-03-23 11:00:00,1.0,1.0,0.12358393408856849,63.06,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180323,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,25.48218,31.01677,27.37021,7,10.0,1024.3,722,2018-03-23 12:00:00,2018-03-23 12:00:00,893,938,116,893,938,116,34.07,0.095,1.2000000000000002,0.313,0,0.12,26.98,-80.11,2018-03-23 12:00:00,1.0,1.0,0.12989921612541994,55.93,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180323,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,25.81177,31.68144,28.08725,5,10.0,1024.0,722,2018-03-23 13:00:00,2018-03-23 13:00:00,745,899,107,745,899,107,44.81,0.094,1.2000000000000002,0.313,0,0.12,26.98,-80.11,2018-03-23 13:00:00,1.0,1.0,0.1436241610738255,45.19,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180323,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,23.98682,32.99065,25.20007,14,10.0,1022.3,722,2018-03-23 15:00:00,2018-03-23 15:00:00,309,685,76,309,685,76,70.10000000000001,0.092,1.3,0.309,0,0.12,26.98,-80.11,2018-03-23 15:00:00,1.0,1.0,0.2459546925566343,19.89999999999999,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180324,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,33.49609,32.2303,5.36598,7,10.0,1022.6,722,2018-03-24 10:00:00,2018-03-24 10:00:00,937,881,146,937,881,146,26.15,0.152,2.5,0.295,0,0.12,26.98,-80.11,2018-03-24 10:00:00,1.0,1.0,0.15581643543223053,63.85,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180324,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,31.20728,33.55461,25.03799,11,10.0,1022.6,722,2018-03-24 11:00:00,2018-03-24 11:00:00,932,881,144,932,881,144,26.58,0.147,2.6,0.295,0,0.12,26.98,-80.11,2018-03-24 11:00:00,1.0,1.0,0.15450643776824036,63.42,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180324,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,29.29077,34.91669,26.96867,8,10.0,1022.6,722,2018-03-24 12:00:00,2018-03-24 12:00:00,853,857,141,853,857,141,33.81,0.15,2.7,0.295,0,0.12,26.98,-80.11,2018-03-24 12:00:00,1.0,1.0,0.1652989449003517,56.19,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180324,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,26.61133,37.41425,27.47152,11,10.0,1022.3,722,2018-03-24 13:00:00,2018-03-24 13:00:00,709,810,132,709,810,132,44.62,0.153,2.7,0.297,0,0.12,26.98,-80.11,2018-03-24 13:00:00,1.0,1.0,0.1861777150916784,45.38,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180324,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,25.81177,38.08144,24.69976,11,10.0,1021.3,722,2018-03-24 15:00:00,2018-03-24 15:00:00,287,556,97,287,556,97,69.98,0.175,2.6,0.302,0,0.12,26.98,-80.11,2018-03-24 15:00:00,1.0,1.0,0.33797909407665505,20.019999999999996,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180325,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,40.48462,34.15131,18.88549,5,10.0,1019.9,722,2018-03-25 10:00:00,2018-03-25 10:00:00,950,904,136,950,904,136,25.75,0.129,2.2,0.302,0,0.12,26.98,-80.11,2018-03-25 10:00:00,1.0,1.0,0.1431578947368421,64.25,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180325,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,28.86353,41.85547,26.48646,10,10.0,1019.3,722,2018-03-25 13:00:00,2018-03-25 13:00:00,716,819,131,716,819,131,44.44,0.152,2.4000000000000004,0.298,0,0.12,26.98,-80.11,2018-03-25 13:00:00,1.0,1.0,0.1829608938547486,45.56,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180325,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,20.71533,45.12596,23.24605,10,10.0,1017.6,722,2018-03-25 15:00:00,2018-03-25 15:00:00,289,559,97,289,559,97,69.86,0.174,2.6,0.299,0,0.12,26.98,-80.11,2018-03-25 15:00:00,1.0,1.0,0.3356401384083045,20.14,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180326,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,52.61841,32.25548,19.97068,7,10.0,1021.3,722,2018-03-26 10:00:00,2018-03-26 10:00:00,915,812,181,915,812,181,25.35,0.23,3.3000000000000003,0.296,0,0.12,26.98,-80.11,2018-03-26 10:00:00,1.0,1.0,0.19781420765027322,64.65,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180326,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,47.84546,32.34108,23.86737,9,10.0,1021.6,722,2018-03-26 11:00:00,2018-03-26 11:00:00,916,842,158,916,842,158,25.88,0.177,3.5,0.298,0,0.12,26.98,-80.11,2018-03-26 11:00:00,1.0,1.0,0.17248908296943233,64.12,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180326,1115,26.98,-80.11,2,201803000000.0,3,11,Spring,47.82715,32.33353,24.3598,13,10.0,1021.6,23,2018-03-26 11:15:00,2018-03-26 11:00:00,916,842,158,916,842,158,25.88,0.177,3.5,0.298,0,0.12,26.98,-80.11,2018-03-26 11:00:00,1.0,1.0,0.17248908296943233,64.12,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180326,1145,26.98,-80.11,2,201803000000.0,3,11,Spring,43.76831,34.8336,29.28166,13,10.0,1021.6,32,2018-03-26 11:45:00,2018-03-26 12:00:00,840,828,148,840,828,148,33.31,0.165,3.6,0.3,0,0.12,26.98,-80.11,2018-03-26 12:00:00,1.0,1.0,0.1761904761904762,56.69,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180326,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,39.83154,34.9192,14.2093,17,10.0,1021.6,34,2018-03-26 12:00:00,2018-03-26 12:00:00,840,828,148,840,828,148,33.31,0.165,3.6,0.3,0,0.12,26.98,-80.11,2018-03-26 12:00:00,1.0,1.0,0.1761904761904762,56.69,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180326,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,32.47681,40.03014,27.9706,16,10.0,1021.2,722,2018-03-26 14:00:00,2018-03-26 14:00:00,506,702,120,506,702,120,56.69,0.157,3.7,0.3,0,0.12,26.98,-80.11,2018-03-26 14:00:00,1.0,1.0,0.23715415019762845,33.31,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180326,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,34.82666,37.99835,25.16842,13,10.0,1020.6,75,2018-03-26 15:00:00,2018-03-26 15:00:00,79,19,72,282,524,101,69.75,0.173,3.7,0.299,3,0.12,26.98,-80.11,2018-03-26 15:00:00,0.2801418439716312,0.03625954198473282,0.9113924050632911,20.25,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180327,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,36.65161,30.98656,17.00978,21,10.0,1025.3,722,2018-03-27 11:00:00,2018-03-27 11:00:00,907,799,186,952,905,135,25.53,0.115,2.2,0.293,0,0.12,26.98,-80.11,2018-03-27 11:00:00,0.9527310924369747,0.8828729281767956,0.20507166482910694,64.47,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180327,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,32.92847,34.19411,34.28502,23,10.0,1024.7,722,2018-03-27 13:00:00,2018-03-27 13:00:00,727,840,124,727,840,124,44.09,0.119,2.3000000000000003,0.29,0,0.12,26.98,-80.11,2018-03-27 13:00:00,1.0,1.0,0.17056396148555708,45.91,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180327,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,31.47583,34.26964,27.38452,18,10.0,1023.3,722,2018-03-27 15:00:00,2018-03-27 15:00:00,301,610,89,301,610,89,69.63,0.119,2.3000000000000003,0.291,0,0.12,26.98,-80.11,2018-03-27 15:00:00,1.0,1.0,0.2956810631229236,20.370000000000005,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180328,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,37.97607,30.92865,22.94846,20,10.0,1022.0,722,2018-03-28 10:00:00,2018-03-28 10:00:00,965,922,126,965,922,126,24.56,0.103,2.2,0.284,0,0.13,26.98,-80.11,2018-03-28 10:00:00,1.0,1.0,0.1305699481865285,65.44,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180328,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,40.2771,30.90347,23.1142,20,10.0,1022.0,722,2018-03-28 11:00:00,2018-03-28 11:00:00,948,892,141,958,918,127,25.18,0.107,2.2,0.283,0,0.13,26.98,-80.11,2018-03-28 11:00:00,0.9895615866388309,0.971677559912854,0.14873417721518986,64.82,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180328,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,35.10742,34.13116,29.68804,16,10.0,1022.0,722,2018-03-28 12:00:00,2018-03-28 12:00:00,879,897,125,879,897,125,32.81,0.11,2.2,0.283,0,0.13,26.98,-80.11,2018-03-28 12:00:00,1.0,1.0,0.1422070534698521,57.19,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180328,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,33.45337,34.87389,29.96528,21,10.0,1021.6,722,2018-03-28 13:00:00,2018-03-28 13:00:00,732,854,117,732,854,117,43.91,0.111,2.3000000000000003,0.282,0,0.13,26.98,-80.11,2018-03-28 13:00:00,1.0,1.0,0.1598360655737705,46.09,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180328,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,30.3772,37.47467,19.39151,13,10.0,1020.9,722,2018-03-28 14:00:00,2018-03-28 14:00:00,536,781,104,536,781,104,56.43,0.11,2.2,0.282,0,0.13,26.98,-80.11,2018-03-28 14:00:00,1.0,1.0,0.19402985074626866,33.57,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180328,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,31.47583,35.43282,16.96626,13,10.0,1020.6,40,2018-03-28 15:00:00,2018-03-28 15:00:00,307,638,84,307,638,84,69.52,0.109,2.2,0.281,0,0.13,26.98,-80.11,2018-03-28 15:00:00,1.0,1.0,0.2736156351791531,20.480000000000004,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180329,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,46.698,28.46634,9.11963,21,10.0,1019.9,39,2018-03-29 10:00:00,2018-03-29 10:00:00,927,831,169,966,914,132,24.16,0.11,2.2,0.273,0,0.12,26.98,-80.11,2018-03-29 10:00:00,0.9596273291925466,0.9091903719912473,0.18230852211434737,65.84,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
JDMT,20180329,1100,26.98,-80.11,2,201803000000.0,3,11,Spring,38.00659,33.63266,27.30596,16,10.0,1020.3,42,2018-03-29 11:00:00,2018-03-29 11:00:00,944,882,144,959,912,131,24.84,0.11,2.2,0.273,0,0.12,26.98,-80.11,2018-03-29 11:00:00,0.9843587069864442,0.9671052631578947,0.15254237288135594,65.16,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17
JDMT,20180329,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,36.05347,34.16893,14.4753,20,10.0,1020.9,722,2018-03-29 12:00:00,2018-03-29 12:00:00,879,894,126,879,894,126,32.57,0.108,2.3000000000000003,0.272,0,0.12,26.98,-80.11,2018-03-29 12:00:00,1.0,1.0,0.14334470989761092,57.43,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17
JDMT,20180329,1300,26.98,-80.11,2,201803000000.0,3,13,Spring,38.0188,34.15382,33.57887,22,10.0,1020.9,722,2018-03-29 13:00:00,2018-03-29 13:00:00,735,854,118,735,854,118,43.74,0.108,2.3000000000000003,0.272,0,0.12,26.98,-80.11,2018-03-29 13:00:00,1.0,1.0,0.16054421768707483,46.26,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17
JDMT,20180329,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,30.76782,38.12927,27.4007,16,10.0,1020.2,722,2018-03-29 14:00:00,2018-03-29 14:00:00,537,781,104,537,781,104,56.29,0.105,2.3000000000000003,0.272,0,0.12,26.98,-80.11,2018-03-29 14:00:00,1.0,1.0,0.19366852886405958,33.71,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
JDMT,20180329,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,33.1665,36.80244,24.74569,17,10.0,1019.3,722,2018-03-29 15:00:00,2018-03-29 15:00:00,308,639,83,308,639,83,69.4,0.104,2.3000000000000003,0.272,0,0.12,26.98,-80.11,2018-03-29 15:00:00,1.0,1.0,0.2694805194805195,20.599999999999994,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17
JDMT,20180330,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,33.92944,38.01346,22.19489,16,10.0,1019.6,722,2018-03-30 10:00:00,2018-03-30 10:00:00,949,872,151,962,900,138,23.77,0.126,2.4000000000000004,0.272,0,0.12,26.98,-80.11,2018-03-30 10:00:00,0.9864864864864865,0.9688888888888889,0.15911485774499473,66.23,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
